file_id,date_standard,chamber,speaker_full,speaker_last,party,title,is_speech,speech_category,speech_summary,immigration_terms,text_excerpt,text_length
CREC-2017-09-06-CREC-2017-09-06-pt1-PgS5003-6,2017-09-06,Senate,EC,EC,,EXECUTIVE AND OTHER COMMUNICATIONS,True,other,"From the Congressional Record Online through the Government Publishing Office EXECUTIVE AND OTHER COMMUNICATIONS The following communications were laid before the Senate, together with accompanying papers, reports, and documents, and were referred as indicated: EC-2688. A communication from the Acti...","border, visa, border security","
[Congressional Record Volume 163, Number 143 (Wednesday, September 6, 2017)]
[Senate]
[Pages S5003-S5004]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                   EXECUTIVE AND OTHER COMMUNICATIONS

  The following communications were laid before the Senate, together 
with accompanying papers, reports, and documents, and were referred as 
indicated:

        EC-2688. A communication from the Acting Assistant 
     Secretary of the Army (...",11648
CREC-2017-09-07-CREC-2017-09-07-pt1-PgS5025-3,2017-09-07,Senate,Mr. SCHUMER,SCHUMER,D,"HURRICANE HARVEY DISASTER RELIEF, THE DEBT CEILING, AND FUNDING THE",True,children,"From the Congressional Record Online through the Government Publishing Office HURRICANE HARVEY DISASTER RELIEF, THE DEBT CEILING, AND FUNDING THE GOVERNMENT Mr. SCHUMER. Mr. President, yesterday, the congressional leadership and the President reached a bipartisan deal on three crucial issues: short-...",dreamer,"
[Congressional Record Volume 163, Number 144 (Thursday, September 7, 2017)]
[Senate]
[Page S5025]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




  HURRICANE HARVEY DISASTER RELIEF, THE DEBT CEILING, AND FUNDING THE 
                               GOVERNMENT

  Mr. SCHUMER. Mr. President, yesterday, the congressional leadership 
and the President reached a bipartisan deal on three crucial issues: 
short-term aid for the victims of Hurricane Harvey...",2789
CREC-2017-09-07-CREC-2017-09-07-pt1-PgS5026,2017-09-07,Senate,Mr. CARDIN,CARDIN,,DACA,True,children,"From the Congressional Record Online through the Government Publishing Office DACA Mr. CARDIN. Mr. President, I take this time to share with my colleagues a meeting that I had last Thursday in Montgomery County, MD, with CASA de Maryland. We put together a roundtable discussion to talk about immigra...","immigration, immigrant, migrant, daca, dreamer, mexico","
[Congressional Record Volume 163, Number 144 (Thursday, September 7, 2017)]
[Senate]
[Pages S5026-S5027]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                                  DACA

  Mr. CARDIN. Mr. President, I take this time to share with my 
colleagues a meeting that I had last Thursday in Montgomery County, MD, 
with CASA de Maryland. We put together a roundtable discussion to talk 
about immigration and the need for immigration re...",11386
CREC-2017-09-07-CREC-2017-09-07-pt1-PgS5027-2,2017-09-07,Senate,Mr. PETERS,PETERS,,DACA,True,children,"From the Congressional Record Online through the Government Publishing Office DACA Mr. PETERS. Mr. President, I rise today as a proud Michigander, American, and the son of an immigrant. My mother Madeleine grew up in France and met my father Herb when he was serving overseas during World War II. The...","immigration, immigrant, migrant, deportation, asylum, daca, dreamer","
[Congressional Record Volume 163, Number 144 (Thursday, September 7, 2017)]
[Senate]
[Pages S5027-S5028]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                                  DACA

  Mr. PETERS. Mr. President, I rise today as a proud Michigander, 
American, and the son of an immigrant. My mother Madeleine grew up in 
France and met my father Herb when he was serving overseas during World 
War II. They fell in love, were married, and sh...",4863
CREC-2017-09-07-CREC-2017-09-07-pt1-PgS5030-2,2017-09-07,Senate,Mr. HATCH,HATCH,,FINDING COMMON GROUND,True,children,"From the Congressional Record Online through the Government Publishing Office FINDING COMMON GROUND Mr. HATCH. Mr. President, before we adjourned for the recess, I came to this lectern to issue a call for comity, cooperation, and compromise. My message that day was simple: If we are serious about le...",immigration,"
[Congressional Record Volume 163, Number 144 (Thursday, September 7, 2017)]
[Senate]
[Pages S5030-S5031]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                         FINDING COMMON GROUND

  Mr. HATCH. Mr. President, before we adjourned for the recess, I came 
to this lectern to issue a call for comity, cooperation, and 
compromise. My message that day was simple: If we are serious about 
legislating--if we are truly committed to doing...",6783
CREC-2017-09-07-CREC-2017-09-07-pt1-PgS5031-3,2017-09-07,Senate,Mr. PAUL,PAUL,,REINFORCING EDUCATION ACCOUNTABILITY IN DEVELOPMENT ACT,True,children,"From the Congressional Record Online through the Government Publishing Office REINFORCING EDUCATION ACCOUNTABILITY IN DEVELOPMENT ACT The PRESIDING OFFICER. Under the previous order, the Senate will resume consideration of the House message to accompany H.R. 601, which the clerk will report. The sen...",mexico,"
[Congressional Record Volume 163, Number 144 (Thursday, September 7, 2017)]
[Senate]
[Pages S5031-S5038]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




        REINFORCING EDUCATION ACCOUNTABILITY IN DEVELOPMENT ACT

  The PRESIDING OFFICER. Under the previous order, the Senate will 
resume consideration of the House message to accompany H.R. 601, which 
the clerk will report.
  The senior assistant legislative clerk read as follows:

       Hous...",60351
CREC-2017-09-07-CREC-2017-09-07-pt1-PgS5031,2017-09-07,Senate,Mr. CASEY,CASEY,,DACA,True,children,"From the Congressional Record Online through the Government Publishing Office DACA Mr. CASEY. Mr. President, I rise today to speak for just a few minutes about the Dreamers in our country, the young people about whom we have had a debate recently and will continue to debate about with regard to the ...","immigration, immigrant, migrant, refugee, daca, dreamer","
[Congressional Record Volume 163, Number 144 (Thursday, September 7, 2017)]
[Senate]
[Page S5031]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                                  DACA

  Mr. CASEY. Mr. President, I rise today to speak for just a few 
minutes about the Dreamers in our country, the young people about whom 
we have had a debate recently and will continue to debate about with 
regard to the so-called Deferred Action for Childhood Arr...",5024
CREC-2017-09-07-CREC-2017-09-07-pt1-PgS5038-3,2017-09-07,Senate,Mr. WYDEN,WYDEN,,WILDFIRES IN WESTERN STATES,True,other,"From the Congressional Record Online through the Government Publishing Office WILDFIRES IN WESTERN STATES Mr. WYDEN. Mr. President, in a few minutes, I am going to start sprinting ] to the airport to get home to listen to Oregonians who have been clobbered by several megafires unlike anything we hav...",mexico,"
[Congressional Record Volume 163, Number 144 (Thursday, September 7, 2017)]
[Senate]
[Pages S5038-S5039]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                      WILDFIRES IN WESTERN STATES

  Mr. WYDEN. Mr. President, in a few minutes, I am going to start 
sprinting

[[Page S5039]]

to the airport to get home to listen to Oregonians who have been 
clobbered by several megafires unlike anything we have seen in my home 
State of Oregon...",8756
CREC-2017-09-07-CREC-2017-09-07-pt1-PgS5039,2017-09-07,Senate,Mr. LEAHY,LEAHY,D,DACA,True,children,"From the Congressional Record Online through the Government Publishing Office DACA Mr. LEAHY. Mr. President, we had promises from the White House that the President would treat DACA recipients with great heart. I don't believe it ] is great heart when he abandons protections for our Nation's Dreamer...","immigration, immigrant, migrant, deportation, border, refugee, wall, daca, dreamer, mexico","
[Congressional Record Volume 163, Number 144 (Thursday, September 7, 2017)]
[Senate]
[Pages S5039-S5042]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                                  DACA

  Mr. LEAHY. Mr. President, we had promises from the White House that 
the President would treat DACA recipients with great heart. I don't 
believe it

[[Page S5040]]

is great heart when he abandons protections for our Nation's Dreamers. 
It is an unfortuna...",20571
CREC-2017-09-07-CREC-2017-09-07-pt1-PgS5042,2017-09-07,Senate,Mr. LEE,LEE,,RELIGIOUS TESTS,True,general,"From the Congressional Record Online through the Government Publishing Office RELIGIOUS TESTS Mr. LEE. Mr. President, I have been doing a lot of thinking lately about the fascinating men and women of America's founding generation. I want to share with you one of their stories. Jonas Phillips was a p...","immigrant, migrant","
[Congressional Record Volume 163, Number 144 (Thursday, September 7, 2017)]
[Senate]
[Pages S5042-S5043]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                            RELIGIOUS TESTS

  Mr. LEE. Mr. President, I have been doing a lot of thinking lately 
about the fascinating men and women of America's founding generation. I 
want to share with you one of their stories.
  Jonas Phillips was a penniless Jewish immigrant to America. He ...",9230
CREC-2017-09-07-CREC-2017-09-07-pt1-PgS5043,2017-09-07,Senate,Ms. KLOBUCHAR,KLOBUCHAR,,DACA,True,legal_status,"From the Congressional Record Online through the Government Publishing Office DACA Ms. KLOBUCHAR. Mr. President, I am here today to talk about the DACA Program, the Deferred Action for Childhood Arrivals Program, which is very important in my State. We actually have 6,000 kids who have gone through ...","immigration, immigrant, migrant, citizenship, deportation, border, undocumented, daca, dreamer, path to citizenship, mexico","
[Congressional Record Volume 163, Number 144 (Thursday, September 7, 2017)]
[Senate]
[Pages S5043-S5044]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                                  DACA

  Ms. KLOBUCHAR. Mr. President, I am here today to talk about the DACA 
Program, the Deferred Action for Childhood Arrivals Program, which is 
very important in my State. We actually have 6,000 kids who have gone 
through that program.
  As we all know, 800,...",10557
CREC-2017-09-07-CREC-2017-09-07-pt1-PgS5059,2017-09-07,Senate,Mr. CORNYN,CORNYN,R,"ECONOMIC, HIGH TECHNOLOGY, INTERNET, AND OTHER",True,legal_status,"From the Congressional Record Online through the Government Publishing Office By Mr. CORNYN (for himself, Mr. Coons, Mr. Hatch, Ms. Klobuchar, Mr. Tillis, Mr. Manchin, Mr. Kennedy, Mr. Warner, and Mr. Grassley): S. 1781. A bill to reauthorize grant programs to improve the prevention, investigation, ...",unauthorized,"
[Congressional Record Volume 163, Number 144 (Thursday, September 7, 2017)]
[Senate]
[Pages S5059-S5060]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]

      By Mr. CORNYN (for himself, Mr. Coons, Mr. Hatch, Ms. Klobuchar, 
        Mr. Tillis, Mr. Manchin, Mr. Kennedy, Mr. Warner, and Mr. 
        Grassley):
  S. 1781. A bill to reauthorize grant programs to improve the 
prevention, investigation, and prosecution of economic, high 
technology, Inter...",14775
CREC-2017-09-07-CREC-2017-09-07-pt1-PgS5079,2017-09-07,Senate,Mr. WHITEHOUSE,WHITEHOUSE,,CLIMATE CHANGE,True,other,"From the Congressional Record Online through the Government Publishing Office CLIMATE CHANGE Mr. WHITEHOUSE. Mr. President, I am here to deliver my ``Time to Wake Up'' speech, which I do every week that the Senate is in session. We have been out of session for a few weeks, so there is a fair amount ...","mexico, ice","
[Congressional Record Volume 163, Number 144 (Thursday, September 7, 2017)]
[Senate]
[Pages S5079-S5083]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                             CLIMATE CHANGE

  Mr. WHITEHOUSE. Mr. President, I am here to deliver my ``Time to Wake 
Up'' speech, which I do every week that the Senate is in session. We 
have been out of session for a few weeks, so there is a fair amount to 
talk about that happened while we were...",30833
CREC-2017-09-08-CREC-2017-09-08-pt1-PgE1185-3,2017-09-08,Unknown,HONORING THE LIFE AND LEGACY OF LUCIANO,LUCIANO,,HON. BEN RAY LUJAN,True,children,"From the Congressional Record Online through the Government Publishing Office HONORING THE LIFE AND LEGACY OF LUCIANO `LUCKY' VARELA ______ HON. BEN RAY LUJAN of new mexico in the house of representatives Friday, September 8, 2017 Mr. BEN RAY LUJAN of New Mexico. Mr. Speaker, I rise today to commemo...",mexico,"
[Congressional Record Volume 163, Number 145 (Friday, September 8, 2017)]
[Extensions of Remarks]
[Page E1185]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




         HONORING THE LIFE AND LEGACY OF LUCIANO `LUCKY' VARELA

                                 ______
                                 

                           HON. BEN RAY LUJAN

                             of new mexico

                    in the house of representatives

        ...",4401
